Long,Lat,Text,Count
-80.4136767,37.2296566,"Blacksburg, Montgomery County, Virginia, United States",1
-98.230082,26.2043691,"McAllen, Hidalgo County, Texas, United States",1
-73.6103642,45.4972159,"Montréal, Agglomération de Montréal, Montréal (06), Québec, Canada",1
-104.61731,50.44876,"Regina, Saskatchewan, Canada",1
-0.0035472,51.541289,"Stratford, Station Street, Stratford Marsh, London Borough of Newham, London, Greater London, England, E15 1AZ, United Kingdom",1
80.859666,27.1303344,"Uttar Pradesh, India",1
-5.7155824,54.7548363,"Whitehead, County Antrim, Northern Ireland, BT38 9RU, United Kingdom",1
-82.51339612827047,28.059017599999997,"Carrollwood, Egypt Lake-Leto, Hillsborough County, Florida, United States",1
0.0148142,51.4028046,"Bromley, London, Greater London, England, BR1 1EY, United Kingdom",1
29.3894444,-23.8494444,"Seshego, Polokwane Ward 17, Polokwane, Polokwane Local Municipality, Capricorn District Municipality, Limpopo, 0742, South Africa",1
144.5844903,-22.1646782,"Queensland, Australia",1
-79.7919754,36.0726355,"Greensboro, Guilford County, North Carolina, United States",2
-87.3328139,41.4828144,"Merrillville, Lake County, Indiana, United States",1
-97.3327459,32.753177,"Fort Worth, Tarrant County, Texas, United States",5
-1.1252158,51.5982316,"Wallingford, South Oxfordshire, Oxfordshire, South East England, England, OX10 0AS, United Kingdom",1
67.0207055,24.8546842,"کراچی, سندھ, پاکستان",4
-89.6884637,44.4308975,"Wisconsin, United States",3
-1.510477,52.4081812,"Coventry, West Midlands Combined Authority, West Midlands, England, United Kingdom",2
-0.19244203566212292,51.50002095,"Warner Music UK, 27, Wrights Lane, Earl's Court, Royal Borough of Kensington and Chelsea, London, Greater London, England, W8 5RY, United Kingdom",1
85.8252538,19.8076083,"Puri, Puri (M), Puri, Odisha, 752001, India",2
31.125645307658072,2.94799145,"Arua, Northern Region, Uganda",1
-6.7703622,54.5039088,"Dungannon, County Tyrone, Northern Ireland, BT71 7AA, United Kingdom",1
-73.6406845,40.7492678,"Mineola, North Hempstead, Nassau County, New York, 11501, United States",1
-45.96583,-23.30528,"Jacareí, Região Imediata de São José dos Campos, Região Metropolitana do Vale do Paraíba e Litoral Norte, Região Geográfica Intermediária de São José dos Campos, São Paulo, Região Sudeste, Brasil",1
149.1012676,-35.2975906,"Canberra, District of Canberra Central, Australian Capital Territory, 2601, Australia",3
127.7297641,37.8810569,"춘천시, 강원도, 24352, 대한민국",1
-105.993007,34.5708167,"New Mexico, United States",3
-73.6196627,45.5358949,"IATSE - Local 56, 1, Rue de Castelnau Est, Villeray, Villeray–Saint-Michel–Parc-Extension, Montréal, Agglomération de Montréal, Montréal (06), Québec, H2R1P1, Canada",1
-2.8445218693550665,53.413340000000005,"Huyton with Roby Primary School, Cassino Road, Bakers Green, Huyton, Knowsley, North West England, England, L36 7UX, United Kingdom",1
28.789145,-31.589075,"Mthatha, King Sabata Dalindyebo Local Municipality, O R  Tambo District Municipality, Eastern Cape, 5100, South Africa",1
-82.3249846,29.6519684,"Gainesville, Alachua County, Florida, United States",1
-3.3100475,51.042145,"Wiveliscombe, Somerset West and Taunton, Somerset, South West England, England, TA4 2PD, United Kingdom",1
4.5480484,8.4963657,"Ilorin, Ilorin East, Kwara, 240212, Nigeria",1
-1.9026911,52.4796992,"Birmingham, West Midlands Combined Authority, West Midlands, England, United Kingdom",4
-84.442163,33.7849591,"The Gate, Johnson Road, Rockdale, Simsville, Atlanta, Fulton County, Georgia, 30318, United States",7
28.0479844,-26.0682406,"Sandton, Johannesburg Ward 103, Sandton, City of Johannesburg Metropolitan Municipality, Gauteng, 1617, South Africa",3
-111.9738429,41.2230048,"Ogden, Weber County, Utah, United States",1
-123.0950506,44.0505054,"Eugene, Lane County, Oregon, United States",2
-93.7460804,45.3324647,"Big Lake, Sherburne County, Minnesota, United States",1
-73.08415019957152,40.868527,"Centereach, Suffolk County, New York, 11720, United States",1
-8.6107884,41.1494512,"Porto, Área Metropolitana do Porto, Norte, Portugal",1
2.3514616,48.8566969,"Paris, Île-de-France, France métropolitaine, France",3
73.3287853,4.7064352,ދިވެހިރާއްޖެ,3
101.7945134,2.5228943,"Port Dickson, Negeri Sembilan, 71000, Malaysia",1
-118.2798597,34.0921957,"Rough Trade Gear, 3915, West Sunset Boulevard, East Hollywood, Los Angeles, Los Angeles County, California, 90029, United States",1
-0.1775422,51.5170856,"London Paddington, Praed Street, Paddington, City of Westminster, London, Greater London, England, W2 1HQ, United Kingdom",1
105.8544441,21.0294498,"Hà Nội, Việt Nam",1
-117.8891164,34.0877926,"Covina, Los Angeles County, California, United States",2
-118.0000166,33.6783336,"Huntington Beach, Orange County, California, United States",1
139.7036319,35.6937632,"新宿区, 東京都, 日本",1
-83.1287349,40.5886259,"Marion, Marion County, Ohio, 43302, United States",1
-122.6706498,45.4206749,"Lake Oswego, Metro, Clackamas County, Oregon, United States",1
-91.18738,30.4459596,"Baton Rouge, East Baton Rouge Parish, Louisiana, United States",2
-7.3029907,54.5992486,"Omagh, County Tyrone, Northern Ireland, BT78 1LD, United Kingdom",1
-80.9923682905133,35.06246985,"Gate, Stockbridge Drive, York County, South Carolina, 29708, United States",1
139.7241054,35.8078228,"川口市, 埼玉県, 日本",1
28.1425,-26.1763889,"Bedfordview, Ekurhuleni Ward 20, City of Ekurhuleni Metropolitan Municipality, Gauteng, 2008, South Africa",1
-80.011878,40.6958342,"Mars, Butler County, Pennsylvania, United States",1
-121.8746789,37.6624312,"Pleasanton, Alameda County, California, United States",1
-2.7160441,51.8098882,"Monmouth, Monmouthshire, Cymru / Wales, NP25, United Kingdom",1
-38.5217989,-3.7304512,"Fortaleza, Microrregião de Fortaleza, Região Geográfica Intermediária de Fortaleza, Ceará, Região Nordeste, Brasil",1
-0.0999051,51.5384287,"Islington, London, Greater London, England, N1, United Kingdom",2
-86.7743531,36.1622296,"Nashville-Davidson, Davidson County, Tennessee, United States",5
-97.1413417,33.1838787,"Denton County, Texas, United States",1
-80.98456918011235,34.2187005,"Blythewood, Richland County, South Carolina, United States",1
-81.0278546,35.024312,"Tega Cay, York County, South Carolina, United States",1
-76.61481481790992,39.396459050000004,"Towson, Ruxton, Baltimore County, Maryland, United States",1
-88.2810994,42.03726,"Elgin, Kane County, Illinois, United States",1
55.18853865430702,25.074282349999997,"دبي, الإمارات العربية المتحدة",5
-73.8987469,40.9312099,"Yonkers, Westchester County, New York, United States",1
-72.80033880043175,41.5378215,"Meriden, New Haven County, Connecticut, United States",1
-40.2920174,-20.3297037,"Vila Velha, Região Geográfica Imediata de Vitória, Região Metropolitana da Grande Vitória, Região Geográfica Intermediária de Vitória, Espírito Santo, Região Sudeste, Brasil",1
-3.5149461,55.8831932,"Livingston, West Lothian, Scotland, EH54 6HS, United Kingdom",1
135.547722,34.653003,"生野区, 大阪市, 大阪府, 日本",1
-0.77695,51.5718668,"Marlow, Buckinghamshire, South East England, England, SL7 1DA, United Kingdom",1
-88.4334301,42.5916836,"Lake Geneva, Walworth County, Wisconsin, United States",1
138.8512199,37.446996,"長岡市, 新潟県, 日本",1
-75.6324112,41.4198027,"Dunmore, Lackawanna County, Pennsylvania, 18512, United States",1
-74.1194403,40.9796683,"Ridgewood, Bergen County, New Jersey, United States",1
123.9101112482647,10.29828535,"HQS, Naval Reserve Center Eastern Visayas, Cebu City, Central Visayas, Luzon",1
-72.7342163,41.6500201,"Connecticut, United States",1
-111.929658,40.5621704,"South Jordan, Salt Lake County, Utah, United States",1
-73.8857755,40.7556561,"Jackson Heights, Queens, Queens County, New York, 11372, United States",1
-93.3204872,44.8322405,"Bloomington, Hennepin County, Minnesota, United States",1
-118.3692894,34.0923014,"West Hollywood, Los Angeles County, California, United States",1
74.861097,26.5885585,"Kishangarh, Kishangarh Tehsil, Ajmer, Rajasthan, 305802, India",1
78.1573628,26.2037247,"Gwalior, Madhya Pradesh, 474001, India",1
29.4613889,-23.9058333,"Polokwane, Polokwane Local Municipality, Capricorn District Municipality, Limpopo, 0699, South Africa",1
-97.1384584,49.8955367,"Winnipeg, Manitoba, Canada",2
85.1623397,25.6030053,"Rajendra Nagar, Kumhrar Road, Rajendra Nagar, Patna, Patna Rural, Patna, Bihar, 800001, India",1
-111.694943,40.2971825,"Orem, Utah County, Utah, United States",1
-84.6824346,43.6211955,"Michigan, United States",3
-73.88733898472765,40.8813165,"DeWitt Clinton High School, 100, West Mosholu Parkway South, The Bronx, Bronx County, New York, 10468, United States",1
-63.5859487,44.648618,"Halifax, Nova Scotia, Canada",1
-105.607716,38.7251776,"Colorado, United States",1
-88.8637186,39.8333574,"G, South Esther Avenue, Macon County, Illinois, 62521, United States",1
-78.3199496,44.3048009,"Peterborough, Central Ontario, Ontario, Canada",1
4.351697,50.8465573,"Ville de Bruxelles - Stad Brussel, Brussel-Hoofdstad - Bruxelles-Capitale, Région de Bruxelles-Capitale - Brussels Hoofdstedelijk Gewest, België / Belgique / Belgien",2
-97.7436995,30.2711286,"Austin, Travis County, Texas, United States",4
109.93193384532759,-1.2003376000000001,"Kalimantan Barat, Indonesia",1
-82.1811947,28.2336196,"Zephyrhills, Pasco County, Florida, United States",1
-5.9256965,54.5980927,"Apple Store, Victoria Square, Cathedral Quarter, Markets, Belfast, County Antrim, Northern Ireland, BT1 4QG, United Kingdom",1
-112.0338283,40.6305024,"Oquirrh, Salt Lake County, Utah, 84081, United States",1
77.5912997,12.9791198,"Bengaluru, Bangalore North, Bangalore Urban, Karnataka, India",2
81.8406351,21.6637359,"Chhattisgarh, India",2
101.7626851,3.073076,"Cheras, Majlis Perbandaran Kajang, Hulu Langat, Selangor, 43200, Malaysia",1
-76.610759,39.2908816,"Baltimore, Maryland, United States",1
-93.3784618,44.9861176,"Golden Valley, Hennepin County, Minnesota, United States",1
-1.7856853,51.5613683,"Swindon, South West England, England, SN1 1JZ, United Kingdom",1
114.2999353,30.5951051,"武汉市, 一元街道, 江岸区, 湖北省, 中国",1
-73.4362737,45.6834691,"Varennes, Marguerite-D'Youville, Montérégie, Québec, Canada",1
-71.4128343,41.8239891,"Providence, Providence County, Rhode Island, United States",1
47.8184253,29.3195156,"ليالي الشرق, شارع قصي بن كلب, قطعة 4, الدوحة, العاصمة, ٠٠٠٠٠, الكويت",1
-97.1466695,31.549333,"Waco, McLennan County, Texas, United States",1
-71.0037374,42.2509914,"Quincy, Norfolk County, Massachusetts, United States",1
-76.4968019,42.4396039,"Ithaca, Ithaca Town, Tompkins County, New York, United States",1
-83.0101843,40.1983958,"Lewis Center, Orange Township, Delaware County, Ohio, 43035, United States",1
-84.3785379,33.9242688,"Sandy Springs, Fulton County, Georgia, United States",1
-5.5679458,7.9897371,Côte d’Ivoire,1
-109.6897684130629,23.271848050000003,"Los Cabos, Baja California Sur, México",1
-99.5873816,41.7370229,"Nebraska, United States",1
-85.8227413,38.2000701,"Shively, Jefferson County, Kentucky, 40211:40216, United States",1
106.827183,-6.1753942,"Daerah Khusus Ibukota Jakarta, Indonesia",1
-73.8901688,41.2083836,"Croton-on-Hudson, Westchester County, New York, 10520, United States",1
-82.55635740354492,38.393883,"Ceredo, Wayne County, West Virginia, United States",1
50.1202146,26.2966528,"الظهران, Dhahran Compound, المنطقة الشرقية, 34453, السعودية",1
6.7763137,51.2254018,"Düsseldorf, Nordrhein-Westfalen, Deutschland",1
-66.416667,10.25,"Miranda, Venezuela",1
74.0609353177903,18.51051985,"Haveli, Pune District, Maharashtra, India",4
-76.9104388,39.0111753,"G, Lackawanna Street, Hollywood, College Park, Prince George's County, Maryland, 20740, United States",1
-82.3534728,36.3134398,"Johnson City, Washington County, Tennessee, United States",1
-80.1353006,25.7929198,"Miami Beach, Miami-Dade County, Florida, United States",1
-80.5222961,43.4652699,"Waterloo, Region of Waterloo, Southwestern Ontario, Ontario, Canada",2
34.8667654,31.5313113,ישראל,2
-71.0582912,42.3602534,"Boston, Suffolk County, Massachusetts, United States",2
-112.3576005,33.4353672,"Goodyear, Maricopa County, Arizona, United States",1
-88.0016263,41.6737149,"Lemont, Lemont Township, Cook County, Illinois, 60439-4329, United States",1
28.2336325,-26.0964372,"Kempton Park, City of Ekurhuleni Metropolitan Municipality, Gauteng, 1619, South Africa",1
92.7976082,26.6229928,"Tezpur, Sonitpur, 784001, India",3
-76.492786,38.9786401,"Annapolis, Anne Arundel County, Maryland, United States",1
24.5928742,-23.1681782,Botswana,1
3.353258726723983,6.487201450000001,"Surulere, Lagos, 101212, Nigeria",1
-86.0257672,34.0084248,"Alley, Gadsden, Etowah County, Alabama, 35904, United States",1
115.8604796,-31.9527121,"Perth, City of Perth, Western Australia, 6000, Australia",1
-72.3959849,5.3428475,"Denver, Calle 16, Yopal, Casanare, Orinoquia, 850001, Colombia",2
-0.9028072768185829,52.23433665,"Northampton, West Northamptonshire, East Midlands, England, United Kingdom",1
0.1235817,52.2034823,"Cambridge, Cambridgeshire, East of England, England, United Kingdom",1
-115.1215844,36.2005843,"North Las Vegas, Clark County, Nevada, United States",1
-98.9032554,32.7558392,"Breckenridge, Stephens County, Texas, United States",1
-80.0532942,26.715364,"West Palm Beach, Palm Beach County, Florida, United States",1
-76.6936144,39.2474276,"Arbutus, Baltimore County, Maryland, 21227, United States",1
-118.191604,33.7690164,"Long Beach, Los Angeles County, California, United States",3
-71.0119948,42.4084302,"Revere, Suffolk County, Massachusetts, 02151, United States",1
-86.3921096,35.8460396,"Murfreesboro, Rutherford County, Tennessee, United States",1
-0.44833493117949663,51.542519299999995,"London Borough of Hillingdon, London, Greater London, England, United Kingdom",1
146.6366887,-42.035067,"Tasmania, Australia",1
106.985212,-6.2508909,"Bekasi Barat, Jalan Tol Jakarta–Cikampek, Rawa Panjang, Margajaya, Jawa Barat, 17145, Indonesia",1
-98.0987896,29.9976807,"Wimberley, Texas, United States",1
-119.62406510839041,34.436879000000005,"Montecito, Santa Barbara County, California, 93108, United States",1
-81.1308434,8.559559,Panamá,1
35.843409,33.8750629,لبنان,1
139.81279,35.649154,"江東区, 東京都, 日本",1
18.1830814,59.288951,"KGB, Snörom, Nacka, Nacka kommun, Stockholms län, 131 33, Sverige",1
-0.1276474,51.5073219,"London, Greater London, England, United Kingdom",3
4.322502837527406,52.03739335,"Rijswijk, Zuid-Holland, Nederland",1
-111.9741925,41.0751048,"Layton, Davis County, Utah, United States",1
-111.8999353,40.6110589,"Midvale, Salt Lake County, Utah, 84047, United States",1
-2.5972985,51.4538022,"Bristol, City of Bristol, South West England, England, United Kingdom",1
-85.759407,38.2542376,"Louisville, Jefferson County, Kentucky, United States",1
-93.1015026,44.9504037,"St  Paul, Ramsey County, Minnesota, United States",2
-121.7680531,37.6820583,"Livermore, Alameda County, California, 94550, United States",1
-111.6518229,35.1987522,"Flagstaff, Coconino County, Arizona, United States",1
-123.3649533,48.4283182,"Victoria, Capital Regional District, British Columbia, Canada",1
153.4145987,-28.0023731,"Gold Coast City, Queensland, Australia",2
1.29227,52.628606,"Norwich, Norfolk, East of England, England, United Kingdom",1
-4.3899826,55.8011027,"Barrhead, East Renfrewshire, Scotland, G78 1FA, United Kingdom",1
-104.7091322,40.4233142,"Greeley, Weld County, Colorado, United States",1
-73.37509176653637,5.76420625,"Boulder, Cómbita, Centro, Boyacá, Región Andina, Colombia",1
-82.61291642494686,28.06129765,"Westchase, Oldsmar, Pinellas County, Florida, United States",1
13.3738145,54.0949595,"International Office, 10, Domstraße, Innenstadt, Greifswald, Vorpommern-Greifswald, Mecklenburg-Vorpommern, 17489, Deutschland",1
-117.4216067,47.7273694,"Town and Country, Spokane County, Washington, United States",1
-116.49529769785079,33.772179449999996,"Palm Springs, Riverside County, California, United States",1
-78.9018053,35.996653,"Durham, Durham County, North Carolina, United States",1
21.0067249,52.2319581,"Warszawa, województwo mazowieckie, Polska",2
-99.1518637,19.4416128,"Cuauhtémoc, Ciudad de México, México",1
-96.599472,32.7666103,"Mesquite, Dallas County, Texas, 75149, United States",1
-122.2034496,47.4799078,"Renton, King County, Washington, United States",1
-0.2002261,51.65309,"Chipping Barnet, London, Greater London, England, EN5 5SB, United Kingdom",2
-0.17362689496950337,51.357464449999995,"London Borough of Sutton, London, Greater London, England, United Kingdom",1
-72.84571592694678,40.8051175,"Mastic, Suffolk County, New York, 11950, United States",1
-119.2470536,35.7688425,"Delano, Kern County, California, 93215, United States",1
-90.24111656024635,38.6529545,"St  Louis, City of Saint Louis, Madison County, Illinois, United States",1
-80.16826620539965,25.9560225,"Ojus, Presidential Estates, Miami-Dade County, Florida, United States",1
4.487754536970652,52.06228915,"Zoetermeer, Zuid-Holland, Nederland",1
122.9441633,30.1736302,"笋, 舟山市, 浙江省, 中国",1
-149.894852,61.2163129,"Anchorage, Alaska, 99501-2118, United States",2
-126.0473015,49.7807549,"Gold River, Strathcona Regional District, British Columbia, V0P 1G0, Canada",1
-74.6865477,40.2370535,"Mercerville, Hamilton Township, Mercer County, New Jersey, 08619, United States",1
121.1163072,14.5780161,"Cainta, Rizal, Calabarzon, Luzon",1
39.2224523,38.674771,"Elazığ, Elazığ merkez, Elazığ, Doğu Anadolu Bölgesi, 23000, Türkiye",1
-11.8400269,8.6400349,Sierra Leone,1
-121.9746797,37.226611,"Los Gatos, Santa Clara County, California, United States",1
42.3528328,25.6242618,السعودية,1
-93.2654692,44.9772995,"Minneapolis, Hennepin County, Minnesota, United States",1
-78.0000547,24.7736546,The Bahamas,3
77.64429617998744,21.15454115,"Amravati, Maharashtra, India",1
7.1724673,8.8311228,"Federal Capital Territory, Nigeria",2
-95.5377215,29.6185669,"Missouri City, Fort Bend County, Texas, United States",1
-82.6695085,27.7703796,"St  Petersburg, Pinellas County, Florida, United States",2
-74.1723667,40.735657,"Newark, Essex County, New Jersey, United States",1
-87.2169149,30.421309,"Pensacola, Escambia County, Florida, United States",1
4.3668279,50.8331141,"Ixelles - Elsene, Brussel-Hoofdstad - Bruxelles-Capitale, Région de Bruxelles-Capitale - Brussels Hoofdstedelijk Gewest, België / Belgique / Belgien",2
-0.0101331,51.4624325,"Lewisham, London, Greater London, England, SE13 6BB, United Kingdom",1
-76.6506001,40.2854881,"Hershey, Dauphin County, Pennsylvania, United States",1
-122.1560768,37.7249296,"San Leandro, Alameda County, California, United States",1
-121.7445835,38.545379,"Davis, Yolo County, California, United States",1
-117.826166,33.7458511,"Tustin, Orange County, California, United States",1
-1.2952039,50.7003707,"Newport, Isle of Wight, South East England, England, United Kingdom",1
-2.2891921,53.4877463,"Salford, Greater Manchester, North West England, England, United Kingdom",1
-111.8314792,33.4151117,"Mesa, Maricopa County, Arizona, United States",2
-77.22219612966033,45.607185,"North Algona Wilberforce, Renfrew County, Eastern Ontario, Ontario, K0J 1X0, Canada",1
-81.8723084,26.640628,"Fort Myers, Lee County, Florida, United States",1
-98.6884208,29.5635688,"Helotes, Bexar County, Texas, 78023, United States",2
-3.1883749,55.9533456,"City of Edinburgh, Scotland, United Kingdom",4
-1.9701231,52.4160035,"NE, Bristol Road South, Northfield, Birmingham, West Midlands Combined Authority, West Midlands, England, B31 2NP, United Kingdom",2
-6.8184175660976445,53.15436455,"County Kildare, Leinster, Éire / Ireland",1
-8.475544397925685,54.27610875,"Markievicz House, Victoria Road, Cranmore, Sligo North ED, Sligo Municipal Borough District, County Sligo, Connacht, F91 EP49, Éire / Ireland",1
-74.7429463,40.2170575,"Trenton, Mercer County, New Jersey, United States",1
-115.20129908882386,36.0028345,"Enterprise, Clark County, Nevada, United States",1
-74.639048,40.6456575,"Pluckemin, Bedminster Township, Somerset County, New Jersey, 07978, United States",1
72.8081281,21.1864607,"Surat, Katargam Taluka, Surat, Gujarat, 395001, India",1
0.1220898930123415,52.1994445,"Old Addenbrooke's Site (University of Cambridge), Fitzwilliam Street, Newnham, Cambridge, Cambridgeshire, East of England, England, CB2 1QH, United Kingdom",3
14.1219109,40.822643,"Pozzuoli, Napoli, Campania, Italia",1
-90.6713939,40.4588934,"Macomb, McDonough County, Illinois, 61455, United States",1
-123.07622361968933,49.02428425,"Tsawwassen, Delta, British Columbia, Canada",1
179.0122737,-18.1239696,Viti,3
-96.7003324,43.549973,"Sioux Falls, Minnehaha County, South Dakota, United States",2
-72.032366,42.3788774,"Massachusetts, United States",1
-1.3402795,52.0601807,"Banbury, Cherwell, Oxfordshire, South East England, England, OX16 0AA, United Kingdom",1
-8.6301239,52.661252,"Limerick City, The Metropolitan District of Limerick City, County Limerick, Munster, Éire / Ireland",1
-1.1446781163706068,51.3414473,"Tadley, Basingstoke and Deane, Hampshire, South East England, England, United Kingdom",1
-79.6443879,43.5896231,"Mississauga, Peel Region, Golden Horseshoe, Ontario, Canada",1
-81.508732,41.464498,"Beachwood, Cuyahoga County, Ohio, United States",1
-1.0659478,53.5529148,"Edenthorpe, Doncaster, Yorkshire and the Humber, England, DN3 2QZ, United Kingdom",1
120.9359467,14.4287018,"Imus, Cavite, Calabarzon, 4103, Luzon",1
46.7160104,24.638916,"الرياض, المالز, محافظة الرياض, منطقة الرياض, 3285, السعودية",1
-1.1330789,52.6361398,"Leicester, Leicestershire, East Midlands, England, LE1 5YA, United Kingdom",2
-121.4238414,38.4210209,"Laguna, Elk Grove, Sacramento County, California, 94758, United States",1
-75.2176892,38.3226154,"Berlin, Worcester County, Maryland, United States",1
-71.1755732,42.2489143,"Dedham, Norfolk County, Massachusetts, United States",1
-80.23727,26.3100794,"Parkland, Broward County, Florida, 33076, United States",1
-118.39591,33.86428,"Hermosa Beach, Los Angeles County, California, 90254, United States",1
-123.137414,49.163168,"Richmond, British Columbia, Canada",2
-96.9766308,28.8026443,"Victoria County, Texas, United States",1
-77.34188283719988,38.955696,"Reston, Fairfax County, Virginia, United States",1
26.733255,-29.232412,"Botshabelo, Mangaung Metropolitan Municipality, Free State, 9781, South Africa",1
-48.8486726,-26.3044898,"Joinville, Região Geográfica Imediata de Joinville, Região Geográfica Intermediária de Joinville, Santa Catarina, Região Sul, Brasil",1
-77.296049,38.7546812,"South Run, Fairfax County, Virginia, 22039, United States",1
74.8580917,32.7185614,"Jammu, Jammu District, Jammu and Kashmir, 180001, India",2
18.636870177662715,-33.8837334,"Bellville, City of Cape Town, Western Cape, South Africa",1
77.9923191,16.7434538,"Mahbubnagar, Mahabubnagar_Urban mandal, Mahabubnagar, Telangana, 509001, India",1
-6.2192038,54.715139,"Antrim, County Antrim, Northern Ireland, BT41 4AR, United Kingdom",1
-8.4751357,54.2720696,"Sligo, Sligo Municipal Borough District, County Sligo, Connacht, Éire / Ireland",1
-97.5086518,38.0014004,"Halstead, Harvey County, Kansas, United States",1
6.8727506,45.9246705,"Chamonix-Mont-Blanc, Bonneville, Haute-Savoie, Auvergne-Rhône-Alpes, France métropolitaine, 74400, France",1
5.9722713,6.6076575,"Edo, Nigeria",1
120.9722957,14.6513225,"Caloocan, Third District, Metro Manila, Luzon",1
-8.202532292600107,52.173416950000004,"Leitrim, The Municipal District of Fermoy, County Cork, Munster, Éire / Ireland",1
-105.06955610159307,39.584196500000004,"Columbine, Jefferson County, Colorado, 80128, United States",1
172.79278907337255,-43.64624845,"Christchurch City, Canterbury, New Zealand / Aotearoa",1
-0.4825622,51.6041828,"Harefield, London, Greater London, England, UB9 6BD, United Kingdom",1
-94.6113288,45.9896587,"Minnesota, United States",2
-43.1154552,-22.8832371,"Niterói, Região Geográfica Imediata do Rio de Janeiro, Região Metropolitana do Rio de Janeiro, Região Geográfica Intermediária do Rio de Janeiro, Rio de Janeiro, Região Sudeste, Brasil",1
1.2623608080231654,52.56365215,"The Vale, Church Road, Swainsthorpe, South Norfolk, Norfolk, East of England, England, NR14 8PL, United Kingdom",1
12.674297,42.6384261,Italia,1
-1.4166212034412622,53.4054938,"Starbucks, 537, Attercliffe Common, Carbrook, Sheffield, Yorkshire and the Humber, England, S9 2FJ, United Kingdom",1
-80.0331092,40.3959026,"Dormont, Allegheny County, Pennsylvania, United States",1
-5.9302761,54.5964411,"Belfast, County Antrim, Northern Ireland, BT1 5GS, United Kingdom",3
6.746187075917691,12.1241928,"Tudun Wada, Gusau, Zamfara, Nigeria",1
-1.4678170788085592,53.3833855,"The Sheffield Star Newspaper HQ, York Street, City Centre, Sheffield, Yorkshire and the Humber, England, S1 2ER, United Kingdom",1
27.89,-26.2227778,"Soweto, City of Johannesburg Metropolitan Municipality, Gauteng, 1852, South Africa",2
-93.0860209,31.7606732,"Natchitoches, Natchitoches Parish, Louisiana, United States",1
-41.3326895,-21.7558619,"Campos dos Goytacazes, Região Geográfica Imediata de Campos dos Goytacazes, Região Geográfica Intermediária de Campos dos Goytacazes, Rio de Janeiro, Região Sudeste, Brasil",1
-122.8223207,45.4181736,"Bull Mountain, Metro, Washington County, Oregon, 97224, United States",1
75.083333,29.583333,"Sirsa, Haryana, India",1
-1.4894631,50.9196406,"Totton, New Forest, Hampshire, South East England, England, United Kingdom",1
-122.3330573,37.496904,"San Mateo County, California, United States",1
174.7184709414953,-41.25275310000001,"Wellington City, Wellington, New Zealand / Aotearoa",1
5.6511088,9.9326083,"Niger, Nigeria",1
17.076965305806148,-22.565409199999998,"Namibia University of Science and Technology, Storch Street, Windhoek West, Windhoek, Khomas Region, 10005, Namibia",1
31.009909,-29.861825,"Durban, eThekwini Metropolitan Municipality, KwaZulu-Natal, 4057, South Africa",1
-73.8785937,40.8466508,"The Bronx, Bronx County, New York, United States",2
-121.43437985945519,37.718829,"Tracy, San Joaquin County, California, United States",1
8.543610614351664,50.538602100000006,"Rift Valley, Frankfurter Straße, Büblingshausen, Wetzlar, Lahn-Dill-Kreis, Hessen, 35578, Deutschland",1
-95.4588299,29.7057858,"Bellaire, Harris County, Texas, United States",1
-93.210983,44.9153316,"Minnehaha Falls, Minneapolis, Hennepin County, Minnesota, 55417, United States",1
-82.5748194,27.4989278,"Bradenton, Manatee County, Florida, United States",1
5.0567477,7.0209686,"Ondo, Nigeria",1
135.9771171,35.0536252,"山さんラーメン, 片岡栗東線, 焔魔堂町, 守山, 守山市, 滋賀県, 524-8577, 日本",1
-75.4013315,38.6920451,"Delaware, United States",1
73.0535122,33.5914237,"راولپنڈی, راولپنڈی کینٹ, ضلع راولپنڈی, پنجاب, 23451, پاکستان",1
-1.2578499,51.7520131,"Oxford, Oxfordshire, South East England, England, United Kingdom",1
-80.2331036,26.1275862,"Plantation, Broward County, Florida, United States",1
139.688014,35.62125,"目黒区, 東京都, 日本",1
79.33410523359854,9.2379249,"Rameswaram, Ramanathapuram District, Tamil Nadu, India",1
-122.8473388,38.5110803,"Sonoma County, California, United States",1
144.83783877764978,13.519054,"Dededo, Dededo Municipality, Guam, United States",1
13.0591397,52.4009309,"Potsdam, Brandenburg, Deutschland",1
27.8858333,-26.1563889,"Roodepoort, City of Johannesburg Metropolitan Municipality, Gauteng, South Africa",1
-94.1301652,31.7716364,"Shelby County, Texas, United States",1
-73.9923596,40.3042778,"Long Branch, Monmouth County, New Jersey, 07740, United States",1
-83.9527544,10.6327697,"La Gata, Puerto Viejo, Cantón Sarapiquí, Provincia Heredia, 41001, Costa Rica",1
76.8309445,29.9750564,"Thanesar, Kurukshetra, Haryana, 132118, India",1
31.3991317,-26.5624806,eSwatini,2
136.981333,35.0613874,"中京競馬場前, 国道1号, 新栄町七丁目, 豊明市, 愛知県, 458-0829, 日本",1
127.0473,37.5177,"강남구, 서울, 대한민국",1
-3.0656565,53.5563035,"Formby, Sefton, North West England, England, L37 3HU, United Kingdom",1
-114.9826194,36.0301134,"Henderson, Clark County, Nevada, United States",1
-4.1140518,56.7861112,"Scotland, United Kingdom",4
-104.9527588,39.5872103,"Southglenn, Centennial, Arapahoe County, Colorado, 80121, United States",1
-0.5732063,51.2356068,"Guildford, Surrey, South East England, England, United Kingdom",1
-78.9409485,-6.9768275,"San Miguel, Cajamarca, 061104, Perú",1
